[2024-01-27 02:14:42] [INFO    ] discord.client: logging in using static token
[2024-01-27 02:14:42] [DEBUG   ] discord.http: GET https://discord.com/api/v10/users/@me with None has returned 200
[2024-01-27 02:14:42] [DEBUG   ] discord.http: GET /users/@me has found its initial rate limit bucket hash (78bb8553d9352a5a2f89f9def401287a).
[2024-01-27 02:14:42] [DEBUG   ] discord.http: GET https://discord.com/api/v10/users/@me has received {'id': '1200603188345184297', 'username': 'SingingIron', 'avatar': None, 'discriminator': '8606', 'public_flags': 0, 'premium_type': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'banner_color': None, 'mfa_enabled': True, 'locale': 'en-US', 'email': None, 'verified': True, 'bio': ''}
[2024-01-27 02:14:43] [DEBUG   ] discord.http: GET https://discord.com/api/v10/oauth2/applications/@me with None has returned 200
[2024-01-27 02:14:43] [DEBUG   ] discord.http: GET /oauth2/applications/@me has found its initial rate limit bucket hash (d28a133af187e91d71d96a223467ce49).
[2024-01-27 02:14:43] [DEBUG   ] discord.http: GET https://discord.com/api/v10/oauth2/applications/@me has received {'id': '1200603188345184297', 'name': 'SingingIron', 'icon': None, 'description': "SingingIron is a bot that implements various funny and helpful features. Including playing music, taking bot-therapy and helping you make intelligent decisions in gaming, coding and more.\n\nPlease don't take this bot seriously and it is still in developement. Working features right now include: [null] - lul", 'type': None, 'bot': {'id': '1200603188345184297', 'username': 'SingingIron', 'avatar': None, 'discriminator': '8606', 'public_flags': 0, 'premium_type': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'banner_color': None}, 'summary': '', 'bot_public': False, 'bot_require_code_grant': False, 'verify_key': '6b2ac313429dbcfd0e88f6999aaf80c8ba9ed4b61f539e30c656e0e8500fc647', 'flags': 524288, 'hook': True, 'is_monetized': False, 'redirect_uris': [], 'interactions_endpoint_url': None, 'role_connections_verification_url': None, 'owner': {'id': '401443561821700107', 'username': 'ironwally', 'avatar': 'a12f26bde446335311becf0fc54c2160', 'discriminator': '0', 'public_flags': 256, 'premium_type': 0, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': 'Ironwally', 'avatar_decoration_data': None, 'banner_color': None}, 'approximate_guild_count': 1, 'interactions_event_types': [], 'interactions_version': 1, 'explicit_content_filter': 0, 'rpc_application_state': 0, 'store_application_state': 1, 'creator_monetization_state': 1, 'verification_state': 1, 'integration_public': False, 'integration_require_code_grant': False, 'discoverability_state': 1, 'discovery_eligibility_flags': 2244, 'monetization_state': 1, 'monetization_eligibility_flags': 247524, 'team': None, 'internal_guild_restriction': 2}
[2024-01-27 02:14:43] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway.discord.gg/
[2024-01-27 02:14:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-us-east1-c-n4bk",{"micros":0.0}]']}}
[2024-01-27 02:14:43] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2024-01-27 02:14:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
